Name in Fastas,Genome,S3 Gene?,GeneID/Accession,Data Source,Genome Type,Sequencing,Assembler,MetaType,PhyloKingdom,PhyloPhylum,PhyloClass,PhyloOrder,PhyloFamily,PhyloGenus,IMGAccession,NCBIAccession,BioSample,BioProject,Sample Location,Country,Latitude,Longitude,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Treatment,Genome Size,Scaffolds,Genes,GC%,16S rRNA sequences,CRISPRs,Citation/ContactName,ClosestIsolateRef,IsolateRefAlignLength,IsolateRefPercID,IsolateRefEvalue,IsolateRefBitscore,ClosestGenomeRef,GenomeRefAlignLength,GenomeRefPercID,GenomeRefEvalue,GenomeRefBitscore,Outgroup
3300004176==Ga0066405_10036075,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 7_HOW4,Yes,Ga0066405_10036075,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004176,NA,SAMN06267608,PRJNA367052,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,202.14,462259,525544,NA,136,311,Ludmila Chistoserdova,Methylobacter luteus IMV-B-3098T,223,95.52,1E-161,442,Methylococcaceae bacterium UBA3127,223,99.1,9E-166,454,NA
3300004176==Ga0066405_10181781,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 7_HOW4,Yes,Ga0066405_10181781,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004176,NA,SAMN06267608,PRJNA367052,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,202.14,462259,525544,NA,136,311,Ludmila Chistoserdova,Methylosarcina fibrata AML-C10,186,96.77,4E-134,371,Methylococcaceae bacterium UBA6146,185,98.38,2E-134,372,NA
3300004176==Ga0066405_10138953,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 7_HOW4,Yes,Ga0066405_10138953,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004176,NA,SAMN06267608,PRJNA367052,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,202.14,462259,525544,NA,136,311,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,98.21,2E-165,452,Methylobacter whittenburyi ACM 3310,223,98.21,4E-165,452,NA
3300004192==Ga0066448_10009192,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 70_HOW9,Yes,Ga0066448_10009192,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004192,NA,SAMN06267410,PRJNA367090,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,131.73,221269,278428,NA,74,44,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,94.17,8E-162,443,Methylobacter whittenburyi ACM 3310,223,94.17,2E-161,443,NA
3300004192==Ga0066448_10308361,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 70_HOW9,Yes,Ga0066448_10308361,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004192,NA,SAMN06267410,PRJNA367090,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,131.73,221269,278428,NA,74,44,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
3300004192==Ga0066448_10308251,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 70_HOW9,Yes,Ga0066448_10308251,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004192,NA,SAMN06267410,PRJNA367090,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,131.73,221269,278428,NA,74,44,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004236==Ga0066449_10143151,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 73_LOW10,Yes,Ga0066449_10143151,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004236,NA,SAMN06266429,PRJNA365572,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,71.85,127201,162127,NA,34,107,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,218,98.62,5E-162,443,Methylobacter tundripaludum SV96,218,98.62,1E-161,443,NA
3300004235==Ga0066450_10174851,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 74_LOW10,Yes,Ga0066450_10174851,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004235,NA,SAMN06266367,PRJNA365573,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,78.13,156844,189188,NA,42,87,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,218,98.62,5E-162,443,Methylobacter tundripaludum SV96,218,98.62,1E-161,443,NA
3300004230==Ga0066452_10144391,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 76_LOW10,Yes,Ga0066452_10144391,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004230,NA,SAMN06264946,PRJNA365575,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,67.69,124662,154856,NA,41,73,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,218,98.62,5E-162,443,Methylobacter tundripaludum SV96,218,98.62,1E-161,443,NA
3300004231==Ga0066453_10383691,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 79_HOW10,Yes,Ga0066453_10383691,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004231,NA,SAMN06264864,PRJNA365576,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,136.22,223914,293167,NA,48,51,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004231==Ga0066453_10383701,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 79_HOW10,Yes,Ga0066453_10383701,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004231,NA,SAMN06264864,PRJNA365576,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,136.22,223914,293167,NA,48,51,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004174==Ga0066406_10022014,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 8_HOW4,Yes,Ga0066406_10022014,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004174,NA,SAMN06267609,PRJNA367053,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,91.52,222294,249611,NA,83,228,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,98.21,2E-165,452,Methylobacter whittenburyi ACM 3310,223,98.21,4E-165,452,NA
3300004174==Ga0066406_10048263,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 8_HOW4,Yes,Ga0066406_10048263,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004174,NA,SAMN06267609,PRJNA367053,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,91.52,222294,249611,NA,83,228,Ludmila Chistoserdova,Methylosarcina lacus LW14,223,100,4E-167,456,Methylosarcina lacus-69,223,100,8E-167,456,NA
3300004223==Ga0066454_1163991,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 80_HOW10,Yes,Ga0066454_1163991,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004223,NA,SAMN06264863,PRJNA365577,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,49.01,85262,108326,NA,45,48,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,196,98.47,2E-144,398,Methylobacter tundripaludum SV96,196,98.47,3E-144,398,NA
3300004223==Ga0066454_1146121,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 80_HOW10,Yes,Ga0066454_1146121,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004223,NA,SAMN06264863,PRJNA365577,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,49.01,85262,108326,NA,45,48,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004223==Ga0066454_1151061,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 80_HOW10,Yes,Ga0066454_1151061,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004223,NA,SAMN06264863,PRJNA365577,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,49.01,85262,108326,NA,45,48,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004221==Ga0066455_1111541,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 81_HOW10,Yes,Ga0066455_1111541,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004221,NA,SAMN06266369,PRJNA365578,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,52.40,79121,107694,NA,55,19,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
3300004221==Ga0066455_1111491,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 81_HOW10,Yes,Ga0066455_1111491,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004221,NA,SAMN06266369,PRJNA365578,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,52.40,79121,107694,NA,55,19,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004217==Ga0066456_1111381,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 82_HOW10,Yes,Ga0066456_1111381,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004217,NA,SAMN06264862,PRJNA365579,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,50.56,75062,102838,NA,51,22,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
3300004217==Ga0066456_1111391,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 82_HOW10,Yes,Ga0066456_1111391,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004217,NA,SAMN06264862,PRJNA365579,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater,Enrichment,50.56,75062,102838,NA,51,22,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004224==Ga0066457_10287511,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 85_LOW11,Yes,Ga0066457_10287511,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004224,NA,SAMN06264381,PRJNA365580,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,77.07,126664,165371,NA,33,43,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004224==Ga0066457_10296001,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 85_LOW11,Yes,Ga0066457_10296001,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004224,NA,SAMN06264381,PRJNA365580,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,77.07,126664,165371,NA,33,43,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004218==Ga0066458_1141181,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 86_LOW11,Yes,Ga0066458_1141181,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004218,NA,SAMN06266370,PRJNA365581,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,48.41,75873,101025,NA,38,39,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004218==Ga0066458_1141211,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 86_LOW11,Yes,Ga0066458_1141211,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004218,NA,SAMN06266370,PRJNA365581,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,48.41,75873,101025,NA,38,39,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,206,100,7E-154,422,Methylobacter sp. UBA6712,206,100,1E-153,422,NA
3300004220==Ga0066459_1104391,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 87_LOW11,Yes,Ga0066459_1104391,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004220,NA,SAMN06264380,PRJNA365582,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,48.09,80028,104373,NA,49,18,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
3300004220==Ga0066459_1104411,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 87_LOW11,Yes,Ga0066459_1104411,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004220,NA,SAMN06264380,PRJNA365582,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,48.09,80028,104373,NA,49,18,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004232==Ga0066460_10294101,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 88_LOW11,Yes,Ga0066460_10294101,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004232,NA,SAMN06266371,PRJNA365583,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,110.75,182029,235801,NA,54,104,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,98.65,8E-166,453,Methylobacter tundripaludum SV96,223,98.65,2E-165,453,NA
3300004232==Ga0066460_100064515,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 88_LOW11,Yes,Ga0066460_100064515,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004232,NA,SAMN06266371,PRJNA365583,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,110.75,182029,235801,NA,54,104,Ludmila Chistoserdova,Methylosarcina lacus LW14,223,100,4E-167,456,Methylosarcina lacus-69,223,100,8E-167,456,NA
3300004232==Ga0066460_10293921,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 88_LOW11,Yes,Ga0066460_10293921,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004232,NA,SAMN06266371,PRJNA365583,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,110.75,182029,235801,NA,54,104,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,100,3E-167,456,Methylobacter tundripaludum SV96,223,100,6E-167,456,NA
3300004181==Ga0066407_10396032,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 9_HOW4,Yes,Ga0066407_10396032,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004181,NA,SAMN06267610,PRJNA367054,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,243.05,585433,651151,NA,162,302,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,203,92.61,4E-143,395,Methylobacter whittenburyi ACM 3310,203,92.61,7E-143,395,NA
3300004181==Ga0066407_10008678,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 9_HOW4,Yes,Ga0066407_10008678,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004181,NA,SAMN06267610,PRJNA367054,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,243.05,585433,651151,NA,162,302,Ludmila Chistoserdova,Methylobacter luteus IMV-B-3098T,223,95.52,1E-161,442,Methylococcaceae bacterium UBA3127,223,99.1,9E-166,454,NA
3300004181==Ga0066407_100013521,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 9_HOW4,Yes,Ga0066407_100013521,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004181,NA,SAMN06267610,PRJNA367054,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,243.05,585433,651151,NA,162,302,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,223,96.86,8E-164,448,Methylobacter tundripaludum SV96,223,96.86,1E-163,448,NA
3300004181==Ga0066407_10038394,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 9_HOW4,Yes,Ga0066407_10038394,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004181,NA,SAMN06267610,PRJNA367054,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,243.05,585433,651151,NA,162,302,Ludmila Chistoserdova,Methylobacter sp. BBA5.1,223,98.21,2E-165,452,Methylobacter whittenburyi ACM 3310,223,98.21,4E-165,452,NA
3300004233==Ga0066462_10220431,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 92_HOW11,Yes,Ga0066462_10220431,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004233,NA,SAMN06264945,PRJNA365585,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,99.79,187287,231987,NA,43,86,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,218,98.62,5E-162,443,Methylobacter tundripaludum SV96,218,98.62,1E-161,443,NA
3300004233==Ga0066462_10380111,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 92_HOW11,Yes,Ga0066462_10380111,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004233,NA,SAMN06264945,PRJNA365585,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,99.79,187287,231987,NA,43,86,Ludmila Chistoserdova,Methylobacter tundripaludum 33/32,181,100,3E-133,369,Methylobacter sp. UBA6712,181,100,6E-133,369,NA
3300004229==Ga0066463_10059301,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 93_HOW11,Yes,Ga0066463_10059301,IMG,Gene,"Illumina HiSeq 2500, Illumina HiSeq 2500-1TB",megahit v. megahit: MEGAHIT v0.2.0,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300004229,NA,SAMN06266431,PRJNA365586,Lake Washington,USA,48.3807,-122.1599,Aquatic,Sediment,Freshwater,Lake Sediment,Freshwater Sediment,Enrichment,88.26,161510,201043,NA,40,43,Ludmila Chistoserdova,Methylobacter tundripaludum OWC-DMM,223,100,2E-167,457,Methylobacter sp. UBA6712,223,100,5E-167,457,NA
